mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.19414710998535156,0.005777520054529588,0.0016619364420572917,0.0004704712612517074,1.0,5,3,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.8292682926829268,0.7902439024390244,0.8088235294117647,0.8094452415112388,0.015937704831166244,1
0.2952096462249756,0.005085698065326344,0.005318959554036458,0.0004706398989559127,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.8390243902439024,0.7804878048780488,0.7794117647058824,0.7996413199426112,0.027851500682253654,4
0.2579766909281413,0.0036721233440351027,0.0046532948811848955,0.00046974149242164017,0.8,5,5,1,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",0.8341463414634146,0.7853658536585366,0.7892156862745098,0.8029092937988204,0.022143775090573473,3
0.24202164014180502,0.0026146183112495903,0.0016601880391438801,0.0004726067013942837,1.0,5,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.8292682926829268,0.7902439024390244,0.8088235294117647,0.8094452415112388,0.015937704831166244,1
0.26495790481567383,0.0012439427313187571,0.004653533299763997,0.0004702464780789008,0.8,1,4,1,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.8341463414634146,0.7658536585365854,0.7794117647058824,0.7931372549019607,0.029521341954345408,5
